access_num,gid,koid,cogid,hprd_nid,nhit_ref,nevalue,nscore,hprd_aid,ahit_ref,aevalue,ascore,degid,organismid
CEG0024,16272734,K02933,COG0097J,15828,NM_194319.1,0.04,100,04732_2,NP_001020092.1,1.20E-02,26.8,DEG10050280,5
CEG0087,16272735,K02881,COG0256J,18995,NM_015030.1,6.3,100,14744_1,NP_054880.2,2.00E-26,30.43,DEG10050281,5
CEG0027,16272736,K02988,COG0098J,19044,NM_001079527,0.58,100,10099_1,NP_114108.1,9.00E-54,26.53,DEG10050282,5
CEG0091,16272737,K02907,COG1841J,15602,NM_017811.3,0.78,100,02994_1,NP_006113.2,4.7,34.48,DEG10050283,5
CEG0019,16272738,K02876,COG0200J,13829,NM_015275.1,0.032,100,14742_1,NP_054894.1,2.00E-12,54.05,DEG10050284,5
CEG0129,16272741,K02952,COG0099J,10721,NM_001083961,0.11,100,01601_1,NP_072045.1,7.00E-32,28.37,DEG10050285,5
CEG0025,16272742,K02948,COG0100J,9819,NM_001127507,1.8,100,14776_1,NP_073750.2,3.00E-36,43.59,DEG10050286,5
CEG0097,16272743,K02986,COG0522J,14820,NM_173808.2,0.73,100,04696_1,NP_001004.2,6.00E-15,41.67,DEG10050287,5
CEG0029,16272744,K03040,COG0202K,8557,NM_019044.3,0.29,100,10602_1,NP_997244.3,4.10E-01,27,DEG10050288,5
CEG0045,16272745,K02879,COG0203J,3274,NM_002358.3,0.11,100,10096_1,NP_071344.1,2.00E-44,33.62,DEG10050289,5
CEG0827,16272747,K07090,COG0730R,10257,NM_018387.3,0.015,100,15654_2,NP_683682.1,1.20E-01,31.65,DEG10050290,5
CEG0228,16272748,K00099,COG0743I,10151,NM_199320.2,0.36,100,,,no hit,no hit,DEG10050291,5
CEG0043,16272749,K02838,COG0233J,2283,NM_019117.4,0.17,100,06856_1,NP_620132.1,3.00E-62,31.67,DEG10050292,5
CEG1370,16272751,K04083,---,16244,NM_001144756,0.26,100,05877_3,NP_998787.1,4.00E-01,28.13,DEG10050293,5
CEG0526,16272752,K01755,COG0165E,2303,NM_004012.3,0.41,90.32,01948_2,NP_001020114.1,0,43.74,DEG10050294,5
CEG0038,16272755,K01872,COG0013J,11659,NM_001105562,0.8,100,03042_1,NP_001596.2,0,36.05,DEG10050295,5
CEG0671,16272757,K01262,COG0006E,7256,NM_005472.4,0.39,95.65,10052_1,NP_071381.1,3.00E-156,36.28,DEG10050296,5
CEG1029,16272761,K00965,COG1085C,2398,NM_002024.4,0.31,100,06106_1,NP_000146.2,0,59.77,DEG10050297,5
CEG0731,16272762,K02529,COG1609K,12809,NM_032504.1,1.2,95.45,19312_1,NP_055992.1,9.40E-01,25.37,DEG10050298,5
CEG2162,16272766,---,---,12105,NM_015525.2,0.87,100,11127_2,NP_001073900.1,2.70E-01,37.78,DEG10050299,5
CEG0587,16272767,K06190,COG2917D,17577,NM_014048.3,0.17,100,16527_2,NP_001098999.1,4.4,18.56,DEG10050300,5
CEG1570,16272770,K08309,COG0741M,12577,NM_173576.2,0.14,100,10161_1,NP_056240.2,8.00E-03,21.8,DEG10050301,5
CEG1319,16272771,K03720,COG2973K,18591,NM_001017995,0.088,100,16206_1,NP_009038.1,4.7,22.45,DEG10050302,5
CEG1340,30995405,K03814,COG0744M,11287,NM_001134479,0.22,100,02449_1,NP_004645.2,1.20E-01,22.62,DEG10050303,5
CEG0954,16272773,K00247,---,7816,NM_023923.3,0.39,100,09443_1,NP_597702.2,1.7,27.27,DEG10050304,5
CEG0423,161350024,K04568,COG2269J,4977,NM_001130063,0.29,100,03249_1,AAG30114.1,7.00E-97,26.05,DEG10050305,5
CEG1829,16272783,---,COG0402FR,36,NM_014190.2,0.98,95.45,11727_1,NP_612356.1,3,33.9,DEG10050306,5
CEG2163,16273637,---,---,18014,NM_144660.1,0.23,92.59,06822_1,NP_055073.2,3.50E-01,31.94,DEG10050307,5
CEG1331,16272791,K03753,COG1763H,17388,NM_001010914,0.16,100,19224_1,NP_001078926.1,1.10E-01,46.15,DEG10050308,5
CEG2164,16272795,---,---,15258,NM_020724.1,1.6,100,18182_2,NP_872315.2,1.50E-01,26.85,DEG10050309,5
CEG2165,16272798,---,---,12274,NM_017637.5,0.66,100,09174_1,NP_006432.1,4.00E-70,24.62,DEG10050310,5
CEG0416,16272799,K03695,COG0542O,10188,NM_015263.2,0.78,100,11560_1,NP_110440.1,9.00E-130,36.83,DEG10050311,5
CEG0285,16272805,K01915,COG0174E,10309,NM_012255.3,0.11,95.83,13585_1,NP_057655.2,5.00E-145,22.65,DEG10050312,5
CEG0371,16272807,---,COG2244R,16463,NM_032873.4,0.37,100,13794_2,NP_001034568.1,1.5,27.27,DEG10050313,5
CEG0364,16272808,---,COG0463M,4842,NM_005110.2,0.22,100,12157_1,NP_938080.1,1.00E-44,25.37,DEG10050314,5
CEG0448,30995407,---,COG1216R,3244,NM_001099413,0.16,100,08042_1,NP_689963.2,3.2,27.05,DEG10050315,5
CEG2166,16272810,---,---,11242,NM_144718.3,0.42,95.24,,,no hit,no hit,DEG10050316,5
CEG0688,30995408,K01710,COG1088M,15384,NM_001145195,0.3,100,15494_1,NP_055120.1,9.00E-97,38.74,DEG10050317,5
CEG2022,16272815,---,COG3307M,19124,NM_001045477,0.36,100,17070_1,NP_722561.1,2.60E-01,25.64,DEG10050318,5
CEG0248,16272821,K02523,COG0142H,18038,NM_173850.2,0.075,95.83,09591_1,NP_055132.2,3.00E-108,28.57,DEG10050319,5
CEG0529,16272828,K01945,COG0151F,716,NM_001136006,1.5,92.31,00716_4,NP_001129478.1,0,51.18,DEG10050320,5
CEG1323,16272830,K03732,COG0513LKJ,9908,NM_004818.2,4.00E-04,91.67,10448_1,NP_061135.2,3.00E-133,34.96,DEG10050321,5
CEG1271,16272835,K03446,---,547,NM_007124.2,0.46,95.65,10233_2,NP_001091956.1,5.00E-02,20.3,DEG10050322,5
CEG0062,16272837,K00287,COG0262H,6769,NM_001145302,0.14,100,00519_1,NP_000782.1,1.00E-52,32.69,DEG10050323,5
CEG1572,16272839,K08311,COG0494LR,18307,NM_022459.4,0.69,95.45,07992_1,NP_079091.3,7.00E-03,34.43,DEG10050324,5
CEG0226,16272841,K13292,COG0682M,14343,NM_014573.2,0.24,100,01086_1,NP_000293.2,2.3,41.18,DEG10050325,5
CEG0883,16272843,---,COG0590FJ,18757,NM_001037498,2.4,100,13132_2,NP_872309.2,2.00E-62,30.25,DEG10050326,5
CEG2073,16272844,---,COG4701S,11165,NM_032448.1,0.36,100,17033_1,NP_076939.3,1.6,32.61,DEG10050327,5
CEG1678,16272848,K11747,COG0475P,13740,NM_175075.3,0.56,100,12612_1,NP_060375.4,5.00E-113,26.5,DEG10050328,5
CEG0264,16272849,---,COG0500QR,5524,NM_001444.1,0.058,100,04257_3,NP_938074.2,7.00E-38,21.18,DEG10050329,5
CEG0026,161350022,K02967,COG0052J,5113,NM_001142395,0.22,100,14783_1,NP_057118.1,1.00E-82,27.95,DEG10050330,5
CEG0249,16272852,K02536,COG1044M,7702,NM_018241.2,1.2,100,04898_1,NP_003898.2,5.00E-30,31.37,DEG10050331,5
CEG0113,16272858,K01869,COG0495J,1361,NM_138822.1,0.2,100,05178_1,NP_056155.1,0,35.28,DEG10050332,5
CEG0340,30995409,K03643,COG2980M,8098,NM_152387.2,0.59,100,11304_1,NP_110445.1,6.00E-01,28.57,DEG10050333,5
CEG0081,16272860,K02340,COG1466L,18887,NM_001080525,1.2,95.45,14570_1,NP_653269.3,4.70E-02,28.13,DEG10050334,5
CEG0207,16272861,K01879,COG0751J,19463,NM_001145641,2.5,95.45,16241_1,NP_062816.2,7.30E-01,32.95,DEG10050335,5
CEG0823,16272870,K07007,COG2081R,17608,NM_001004346,5.7,100,17146_2,NP_690863.1,1.40E-01,40.54,DEG10050336,5
CEG0520,16272905,K01661,COG0447H,2894,NM_000706.3,1,100,04803_3,NP_736608.1,5.00E-85,23.84,DEG10050337,5
CEG0174,16272909,K01961,COG0439I,16619,NM_001011713,0.41,95.65,01951_1,NP_064551.3,3.00E-174,50.23,DEG10050338,5
CEG1737,16272912,K14392,COG4145H,5777,NM_005872.2,1.7,95.45,10238_1,NP_055042.1,1.00E-113,19.58,DEG10050339,5
CEG2167,16272913,---,---,15080,NM_012378.1,0.11,100,02125_1,NP_001551.1,3.8,35.71,DEG10050340,5
CEG0794,16272915,K04095,COG2184D,19476,NM_001136265,0.17,100,13723_1,NP_009007.2,1.40E-02,27.42,DEG10050341,5
CEG1211,16272916,K02687,COG2264J,16065,NM_138633.1,1.1,100,08617_3,NP_001136026.1,5.00E-32,20.77,DEG10050342,5
CEG0343,16272919,K03664,COG0691O,698,NM_001134408,0.002,100,04644_4,NP_068705.1,4.60E-01,39.39,DEG10050343,5
CEG0233,16272920,K00850,COG0205G,12990,NM_153710.3,0.29,90.32,01988_1,NP_000280.1,1.00E-137,38.44,DEG10050344,5
CEG1615,30995415,K09861,COG3022S,12941,NM_001144877,0.23,90.32,07371_1,NP_061184.1,4.60E-02,23.61,DEG10050345,5
CEG0519,30995416,K01649,COG0119E,9848,NM_173545.2,1.8,100,13663_2,NP_001035865.1,1.00E-108,21.68,DEG10050346,5
CEG0481,16272925,K00052,COG0473CE,16518,NM_020453.3,0.32,100,03094_1,NP_005521.1,1.00E-110,31.78,DEG10050347,5
CEG0687,16272926,K01703,---,10844,NM_014900.3,0.42,100,00013_1,NP_002188.1,2.00E-153,26.01,DEG10050348,5
CEG0523,16272927,K01704,COG0066E,9135,NM_003715.2,0.18,100,00012_1,NP_001089.1,7.00E-03,30,DEG10050349,5
CEG0155,16272930,K02338,COG0592L,12927,NM_017925.4,1.3,100,01018_1,NP_005548.2,1.1,25,DEG10050350,5
CEG0079,16272931,K02313,COG0593L,17100,NM_018437.3,1.6,100,10494_1,NP_064520.2,1.20E-01,29.52,DEG10050351,5
CEG1942,16272932,---,COG1629P,7680,NM_018126.2,0.21,100,02522_1,NP_002418.1,1.1,26.55,DEG10050352,5
CEG0127,16272934,K02914,COG0230J,4903,NM_001460.2,2.2,95,14754_1,NP_076426.1,4.00E-09,53.85,DEG10050353,5
CEG0100,16272935,K03536,COG0594J,8196,NM_153264.5,0.41,95.45,03708_1,NP_002785.1,6.30E-01,29.51,DEG10050354,5
CEG0099,16272937,K03217,COG0706U,17628,NM_001018089,1.9,100,08249_2,NP_001028932.1,1.00E-61,21.03,DEG10050355,5
CEG0341,16272938,K03650,COG0486R,3671,NM_006947.3,0.11,100,12255_2,NP_116009.2,4.00E-178,35.12,DEG10050356,5
CEG0217,16272941,K03101,COG0597MU,8988,NM_001039585,0.039,95.83,09481_1,NP_073613.2,6.50E-01,30,DEG10050357,5
CEG0296,16272942,K03527,COG0761IM,17058,NM_032422.1,0.28,100,02501_1,NP_005493.2,4.10E-01,26.98,DEG10050358,5
CEG0541,16272943,K02237,COG1555L,4375,NM_001304.3,0.37,100,04445_1,NP_015556.1,2.00E-19,35.21,DEG10050359,5
CEG1574,16272945,K08319,COG2084I,18736,NM_001034840,1.1,100,17625_1,NP_115958.2,7.00E-106,20.56,DEG10050360,5
CEG0923,16272946,---,COG3395S,18823,NM_001029999,1.5,100,06789_2,NP_872198.1,1.5,30.43,DEG10050361,5
CEG1116,16272948,K01816,COG3622G,16498,NM_198890.1,3.6,100,11039_1,NP_112484.1,5.00E-87,39.06,DEG10050362,5
CEG0474,16272950,---,COG2610GE,14864,NM_001001874,1.7,95.45,19424_1,NP_001092757.1,1.2,22.62,DEG10050363,5
CEG1495,16272951,K07130,COG1878R,11712,NM_001029939,0.5,100,09979_1,NP_387467.2,3.3,37.5,DEG10050364,5
CEG1157,16272954,K02063,COG1178P,12332,NM_001042546,1.9,100,12020_3,NP_001116452.1,3.9,53.85,DEG10050365,5
CEG1156,16272955,K02062,COG3840H,19051,NM_001080492,0.19,100,02501_1,NP_005493.2,4.00E-62,22.22,DEG10050366,5
CEG0507,16272956,K01012,COG0502H,17259,NM_178349.1,0.3,95.65,09514_2,NP_919433.1,6.80E-02,28.47,DEG10050367,5
CEG0195,16272957,K00615,COG0021G,17528,NM_152448.1,9.4,100,06001_2,NP_001128527.1,0,25.4,DEG10050368,5
CEG1018,16272961,K00880,COG1070G,11923,NM_001013620,1.7,100,07721_1,NP_060761.3,6.00E-150,23.01,DEG10050369,5
CEG0906,16272962,---,COG1638G,6186,NM_000135.2,0.005,100,02857_1,NP_598328.1,5.90E-01,35,DEG10050370,5
CEG1938,16272963,---,COG1593G,8773,NM_001128213,0.38,100,01945_1,NP_000266.2,4.80E-02,26,DEG10050371,5
CEG2009,16272964,---,COG3090G,5123,NM_001142523,0.57,100,17122_1,NP_872395.2,9.3,38.1,DEG10050372,5
CEG1567,16272965,K08092,---,5474,NM_005482.2,0.019,100,,,no hit,no hit,DEG10050373,5
CEG1479,16272971,K07008,COG0121R,19185,NM_001080439,0.067,100,01402_1,NP_002694.3,7.00E-43,23.59,DEG10050374,5
CEG0376,16272974,K00558,COG0270L,1615,NM_004396.3,0.069,100,16001_1,NP_004403.1,4.00E-63,27.59,DEG10050375,5
CEG1912,16272975,---,COG1145C,9312,NM_201553.1,0.58,95.45,03683_1,NP_002487.1,8.00E-03,30.77,DEG10050376,5
CEG0922,16272976,---,COG3381R,4903,NM_001460.2,0.72,100,15145_1,NP_919431.1,5.5,34.69,DEG10050377,5
CEG1516,16272977,K07308,COG3302R,6917,NM_006018.2,0.064,100,11429_3,NP_001137544.1,1.1,23.58,DEG10050378,5
CEG1515,16272978,K07307,COG0437C,12245,NM_001077484,0.72,100,02036_1,NP_000101.2,1.60E-02,31.15,DEG10050379,5
CEG1514,16272979,K07306,COG0243C,5574,NM_001135669,0.73,95.65,02198_1,NP_005384.2,9.30E-01,25.76,DEG10050380,5
CEG1577,16272981,K08363,---,17001,NM_207335.2,5.2,100,02986_1,NP_005236.2,1.2,38,DEG10050381,5
CEG1858,16272985,---,COG0599S,19381,NM_001098668,1.5,100,19337_3,NP_115826.2,7.20E-01,27.93,DEG10050382,5
CEG2028,16272986,---,COG3421S,18625,NM_001023565,0.42,100,05331_1,NP_055045.2,9.00E-03,26.28,DEG10050383,5
CEG1049,30995419,K01156,COG3421S,17329,NM_001004304,1.8,100,06796_1,NP_005981.3,8.70E-01,30.65,DEG10050384,5
CEG0555,16272990,K03470,COG0164L,11595,NM_145207.2,0.18,100,06914_1,NP_006388.2,4.00E-58,27.54,DEG10050385,5
CEG0180,16272993,K02372,COG0764I,13700,NM_138485.1,0.52,95.45,12942_2,NP_699197.3,8.20E-01,29.41,DEG10050386,5
CEG0060,16272996,K09903,COG0528F,10188,NM_015263.2,0.21,100,16077_2,NP_001116295.1,6.4,62.5,DEG10050387,5
CEG1359,30995421,K04013,---,14557,NM_152778.2,0.76,100,09928_1,NP_055318.2,3.60E-01,26.21,DEG10050388,5
CEG1261,161350017,K03385,---,4969,NM_198089.1,0.12,100,09108_1,NP_004975.2,1.30E-01,25.76,DEG10050389,5
CEG0489,16273004,K00426,COG1294C,13317,NM_205857.1,1.3,100,04102_1,NP_001277.1,9.80E-02,33.82,DEG10050390,5
CEG0488,16273005,K00425,COG1271C,19435,NM_001100829,1.9,100,07045_1,NP_005319.1,8.70E-01,34,DEG10050391,5
CEG0116,16273006,K01937,COG0504F,7196,NM_005642.2,0.13,92.86,02305_3,NP_001137474.1,0,44.64,DEG10050392,5
CEG0712,16273014,K02066,---,13359,NM_001136495,0.015,100,11142_1,NP_066363.1,1.3,30.43,DEG10050393,5
CEG1158,16273015,K02065,COG1127Q,4312,NM_001144663,0.24,100,10622_1,NP_525023.2,2.00E-69,22.09,DEG10050394,5
CEG0714,16273021,K02197,COG2332O,5978,NM_018490.2,0.61,95.45,02986_1,NP_005236.2,1.60E-01,37.5,DEG10050395,5
CEG0715,16273022,K02198,COG1138O,15881,NM_001076675,0.59,100,13603_1,NP_004758.3,1.4,26.02,DEG10050396,5
CEG0716,16273642,K02200,COG3088O,9727,NM_001099223,2.1,100,04106_1,NP_001097.2,8.70E-02,31.33,DEG10050397,5
CEG0001,30995424,K01972,COG0272L,9215,NM_012262.3,2.4,100,00024_1,NP_002904.3,5.00E-30,35.71,DEG10050398,5
CEG0410,16273027,K03528,COG3115D,4259,NM_133334.2,1.2,100,06090_1,AAK69431.1,1.10E-01,25.81,DEG10050399,5
CEG1444,16273028,K06203,COG2981E,15369,NM_001144884,0.97,100,15710_1,NP_061901.2,3.70E-02,30.67,DEG10050400,5
CEG0740,16273031,K02843,COG0859M,12522,NM_001037290,1.2,100,08833_3,NP_001107228.1,1.2,27.59,DEG10050401,5
CEG0754,16273033,K03315,COG1757C,17582,NM_173468.2,1.7,95.45,00089_1,NP_001753.1,3.60E-01,34.15,DEG10050402,5
CEG0834,16273042,K07391,COG0606O,12038,NM_144504.1,0.03,100,03013_1,NP_009057.1,3.00E-100,15.08,DEG10050403,5
CEG0058,16273043,K03978,COG0218R,1787,NM_133437.2,0.18,92.59,13700_4,NP_054889.2,1.00E-63,32.72,DEG10050404,5
CEG1614,16273044,K09824,---,7129,NM_005461.3,0.26,100,01102_1,NP_002386.1,4.7,35.9,DEG10050405,5
CEG0297,16273057,K03586,COG3116D,9534,NM_020119.3,0.37,100,17211_1,NP_065827.1,5.20E-01,44.44,DEG10050406,5
CEG0115,16273062,K01925,COG0771M,5354,NM_004852.2,1.6,100,01787_2,NP_596869.3,1.7,26.51,DEG10050407,5
CEG0085,16273064,K02563,COG0707M,9906,NM_014880.4,0.32,100,08422_1,NP_598375.2,2.1,21.43,DEG10050408,5
CEG0075,16273065,K01924,COG0773M,5285,NM_005726.4,0.43,100,02803_1,NP_006254.1,3,33.9,DEG10050409,5
CEG0074,16273066,K01921,COG1181M,15887,NM_172070.3,0.28,95.65,01951_1,NP_064551.3,1.50E-02,23.63,DEG10050410,5
CEG0188,16273067,K03589,COG1589M,12898,NM_001031712,0.9,100,03693_3,NP_006482.1,5.30E-01,28.57,DEG10050411,5
CEG0135,16273068,K03590,COG0849D,15009,NM_001005164,1.5,95.45,05685_2,NP_619633.1,7.90E-02,23.89,DEG10050412,5
CEG0032,16273069,K03531,COG0206D,1778,NM_001099285,0.096,95.83,02415_2,NP_001116142.1,5.4,37.74,DEG10050413,5
CEG0868,16273071,K14170,COG0077E,5772,NM_018440.3,0.088,100,11696_1,NP_060212.4,6.10E-02,27.06,DEG10050414,5
CEG1470,30995425,K06958,COG1660R,11671,NM_017599.3,0.26,100,10496_1,NP_078853.2,2.90E-01,30.61,DEG10050415,5
CEG0546,16273073,K02806,COG1762GT,15169,NM_001080545,0.58,100,13352_1,NP_115545.3,2.30E-01,32.47,DEG10050416,5
CEG0853,16273076,K09889,---,943,NM_005544.2,0.01,100,15229_1,NP_067062.1,3.10E-02,29.1,DEG10050417,5
CEG1296,16273077,K03592,COG0312R,10388,NM_001122819,1.6,100,18556_1,NP_001013860.1,1.90E-01,25.81,DEG10050418,5
CEG0149,16273084,K01772,COG0276H,12803,NM_006331.6,0.29,95.65,01509_1,NP_000131.2,1.00E-114,26.78,DEG10050419,5
CEG0455,16273085,---,COG2050Q,9808,NM_012106.3,0.48,100,07158_1,NP_060943.1,2.00E-25,27.5,DEG10050420,5
CEG1098,16273095,K01664,COG0512EH,15774,NM_182975.2,0.17,100,10927_1,NP_003866.1,8.00E-50,28.41,DEG10050421,5
CEG1212,16273097,K02742,---,9111,NM_032119.3,0.55,100,02298_1,NP_443189.1,5.60E-02,28.43,DEG10050422,5
CEG1637,16273101,K09997,COG0834ET,9759,NM_206933.2,0.85,100,00697_1,NP_000825.2,6.00E-03,26.72,DEG10050423,5
CEG1638,16273102,K10000,COG4161E,4862,NM_001015049,0.22,100,10622_1,NP_525023.2,8.00E-68,27.87,DEG10050424,5
CEG1688,16273106,K12372,COG4608E,18100,NM_001128210,0.29,100,12400_1,NP_525021.3,2.00E-76,22.89,DEG10050425,5
CEG1687,16273107,K12371,COG0444EP,16804,NM_001037954,1.2,100,01370_1,NP_000918.2,2.00E-76,19.88,DEG10050426,5
CEG0189,16273110,K03657,COG0210L,17584,NM_201403.2,0.66,100,07937_1,NP_060385.2,1.70E-02,32,DEG10050427,5
CEG1859,16273111,---,COG0602O,6151,NM_005813.3,0.75,100,04749_4,NP_001068566.1,3.70E-02,29.46,DEG10050428,5
CEG1286,16273646,K03566,COG0583K,10057,NM_015541.2,1.1,100,17714_1,NP_001001957.2,1.6,24.51,DEG10050429,5
CEG0832,16273121,K07320,COG2890J,2733,NM_001974.3,0.28,100,13645_1,NP_057257.1,2.00E-87,26.78,DEG10050430,5
CEG0915,30995431,---,COG2840S,16720,NM_207375.1,2.4,100,07612_1,NP_115971.2,3.00E-03,29.9,DEG10050431,5
CEG1618,16273125,K09899,---,4576,NM_001098507,2,100,06521_1,NP_073749.2,4.50E-01,34.09,DEG10050432,5
CEG0617,16273130,K00024,COG0039C,2036,NM_000110.3,0.28,100,01099_1,NP_005909.2,4.00E-114,55.63,DEG10050433,5
CEG1358,16273132,K03981,COG1651O,15314,NM_001077208,0.21,100,01970_1,NP_000884.1,5.20E-01,26.23,DEG10050434,5
CEG0294,16273139,K02945,COG0539J,15891,NM_001127372,0.5,100,18752_1,NP_055791.1,6.00E-127,22.94,DEG10050436,5
CEG0434,16273141,K08992,---,18142,NM_138327.1,1.3,100,09912_1,NP_054777.2,1.1,34.29,DEG10050437,5
CEG0475,16273142,---,COG2956G,6824,NM_001145774,0.36,100,02222_2,NP_858059.1,6.00E-62,23.28,DEG10050438,5
CEG0272,16273149,K00759,COG0503F,16506,NM_018120.3,2.5,100,00029_1,NP_000476.1,2.00E-78,39.11,DEG10050439,5
CEG0142,16273150,K00382,COG1249C,9483,NM_014464.3,1.7,100,02006_1,NP_000099.2,1.00E-160,42.54,DEG10050440,5
CEG0230,16273151,K00627,COG0508C,14221,NM_207646.2,0.51,95.65,02010_1,NP_001909.2,2.00E-144,27.05,DEG10050441,5
CEG0689,16273153,K01734,COG1803G,17601,NM_015971.3,0.51,100,09750_2,NP_036222.3,1.70E-02,31.11,DEG10050442,5
CEG0837,16273161,K07552,COG0477GEPR,12508,NM_138495.1,1.4,100,04052_1,NP_001458.1,3.00E-60,14.01,DEG10050443,5
CEG1435,16273162,K06183,COG1187J,18733,NM_182515.2,0.21,100,03071_2,NP_001120795.1,2.40E-01,34.48,DEG10050444,5
CEG2046,16273163,---,COG3955M,18752,NM_014976.1,0.73,95.45,13074_1,NP_525126.2,4.20E-01,25.49,DEG10050445,5
CEG0936,16273164,K00029,COG0280C,19074,NM_025015.2,0.69,100,01102_1,NP_002386.1,2.00E-110,24.81,DEG10050446,5
CEG0904,16273165,---,COG1368M,11637,NM_024636.2,0.15,100,08358_2,NP_942002.1,1.00E-120,21.28,DEG10050447,5
CEG0573,16273166,K03702,COG0556L,11070,NM_001100590,0.04,100,18103_1,NP_006653.2,6.00E-73,16.3,DEG10050448,5
CEG1977,16273167,---,COG2215R,6131,NM_001127697,1.1,92.31,04188_1,NP_001279.2,4.00E-01,42.11,DEG10050449,5
CEG2168,16273168,---,---,17299,NM_178834.3,0.18,100,09138_1,NP_058515.1,7.60E-01,30,DEG10050450,5
CEG1469,16273175,K06957,COG1444R,8637,NM_025153.1,0.54,100,10964_1,NP_078938.2,2.00E-39,24.46,DEG10050451,5
CEG1322,16273176,K03723,COG1197LK,8679,NM_152519.2,0.26,100,03138_1,NP_004389.2,4.00E-111,19.04,DEG10050452,5
CEG0153,16273178,K01963,COG0777I,11046,NM_153184.3,0.27,100,01982_1,NP_000523.2,3.00E-76,26.7,DEG10050453,5
CEG0264,16273190,---,COG0500QR,17845,NM_014660.2,1,100,15659_1,NP_059998.2,2.30E-01,40,DEG10050454,5
CEG0072,16273191,K01874,COG0143J,10112,NM_001127255,0.62,95.65,08864_1,NP_004981.2,0,28.5,DEG10050455,5
CEG0447,16273193,---,COG0778C,15819,NM_032453.1,0.2,100,16668_1,NP_981932.1,1.90E-02,22.95,DEG10050456,5
CEG0440,30995436,K09748,COG0779S,18768,NM_001033659,0.53,100,05698_8,NP_001136241.1,6.5,38.46,DEG10050457,5
CEG1048,16273199,K01153,COG0610V,16915,NM_001004316,0.24,100,12766_1,NP_079169.1,7.80E-02,26.17,DEG10050458,5
CEG1265,30995437,K03427,COG0286V,17539,NM_153364.1,0.52,95.65,05972_1,NP_002763.2,3.80E-01,23.39,DEG10050459,5
CEG1238,16273203,K03177,COG0130J,1638,NM_000621.3,0.28,100,18229_1,NP_631908.1,6.00E-72,35.91,DEG10050460,5
CEG1457,16273205,K06879,COG0780R,17609,NM_152912.4,0.99,100,01312_2,NP_005261.2,1.60E-01,29.36,DEG10050461,5
CEG0692,30995438,K01766,COG0520E,8271,NM_173478.2,0.091,100,04597_1,NP_066923.3,4.00E-119,24.67,DEG10050462,5
CEG2169,16273211,---,---,9150,NM_003818.2,0.21,95.65,03874_2,NP_001009569.1,1.3,29.69,DEG10050463,5
CEG0365,16273212,---,COG0488R,19518,NM_015131.1,0.59,100,12403_1,NP_005683.2,1.00E-125,28.42,DEG10050464,5
CEG0386,16273218,K01095,COG1267I,19614,NM_018989.1,0.57,100,11395_1,NP_054781.1,5.60E-01,43.75,DEG10050465,5
CEG0467,16273219,---,COG1280E,13308,NM_153690.4,0.74,100,00109_2,NP_963868.2,3.3,22.14,DEG10050466,5
CEG0167,16273220,K00215,COG0289E,18407,NM_001013664,0.96,100,10994_2,NP_001137378.1,3.90E-01,36.36,DEG10050467,5
CEG0011,16273223,K01889,COG0016J,15507,NM_001114092,1.2,100,09946_1,NP_006558.1,1.00E-102,28.62,DEG10050468,5
CEG0002,16273224,K01890,COG0072J,12295,NM_001135934,0.72,100,09947_1,NP_005678.3,0,20.49,DEG10050469,5
CEG0796,16273225,K04764,COG0776L,18356,NM_032689.3,5.1,95,14176_1,NP_981952.1,2.50E-01,37.5,DEG10050470,5
CEG1717,16273226,K13695,COG0791M,13270,NM_022159.3,2.2,100,17872_1,NP_060012.3,6.2,54.55,DEG10050471,5
CEG1115,16273229,K01792,COG0676G,18141,NM_139283.1,0.24,95.65,19027_1,NP_001073865.1,1.4,24.3,DEG10050472,5
CEG0015,16273648,K02520,COG0290J,9785,NM_020921.3,0.041,90.63,09783_1,NP_009145.1,3.20E-01,24.44,DEG10050473,5
CEG0092,16273679,K02916,COG0291J,9222,NM_001007267,3.4,95,10682_1,NP_689969.2,2.3,35.85,DEG10050474,5
CEG0046,16273230,K02887,COG0292J,15370,NM_173851.2,0.1,100,14746_1,NP_060441.2,5.00E-33,39.6,DEG10050475,5
CEG1293,16273231,K03582,COG1074L,7807,NM_022841.5,0.28,100,07622_1,NP_055861.3,1.80E-01,32.91,DEG10050476,5
CEG0856,16273233,K09911,---,4949,NM_001142434,0.033,100,05160_1,NP_055061.1,7.40E-01,27.27,DEG10050477,5
CEG1388,16273234,K04770,COG1067O,6529,NM_198881.1,0.14,100,05689_1,NP_004784.2,3.50E-02,31.88,DEG10050478,5
CEG0322,16273235,K01716,COG0764I,17186,NM_015104.2,0.16,100,11365_1,NP_065829.3,6.80E-01,30.36,DEG10050479,5
CEG0831,16273241,K07259,COG2027M,18012,NM_173551.3,0.43,100,14455_1,NP_064710.3,3.90E-01,36.71,DEG10050480,5
CEG0726,16273244,K02427,COG0293J,11106,NM_014804.2,0.19,100,06067_1,NP_037525.1,3.00E-81,33.49,DEG10050481,5
CEG1889,16273250,---,COG0780R,4033,NM_001025239,0.4,100,07561_1,NP_061762.1,3.00E-03,22.67,DEG10050482,5
CEG0365,16273253,---,COG0488R,19518,NM_015131.1,0.42,100,12403_1,NP_005683.2,2.00E-93,27.2,DEG10050483,5
